"trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"pavlovia","0","3","0.0-0.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","1","60412","0.0-1.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","60395.5","<div style='background-color: white; width:60%; margin: auto; padding: 50px; text-align: justify; text-justify: inter-word; margin-bottom: 20px;'><h1 style='text-align: center;'>Consent Form</h1><p>Please read this consent form carefully before deciding whether you would like to participate in this study. You have to be 18 years old or older to participate to this study.</p><p style='text-decoration: underline;'>Participation is voluntary:</p><p>It is your choice whether or not to participate in this research. If you choose to participate, you may change your mind and leave the study at any time. Refusal to participate or stopping your participation will involve no penalty or loss of benefits to which you are otherwise entitled.</p><p style='text-decoration: underline;'>Purpose of the Study:</p><p>To understand the mechanisms underlying human perception.</p><p style='text-decoration: underline;'>What you will do in this study:</p><p>You will be presented with a series of visual images and then you will press buttons on the keyboard of your computer to respond to simple questions about the images (e.g. Were one or two images presented?). In addition, you will be asked to complete a questionnaire concerning your beliefs and everyday mental and perceptual experiences.'</p><p style='text-decoration: underline;'> Time Required:</p><p>The study will take 40 minutes to complete. </p><p style='text-decoration: underline;'>Risks:</p><p>There are no anticipated risks associated with participating in this study that are beyond those experienced in everyday life. </p><p style='text-decoration: underline;'>Benefits:</p><p>There are no benefits to you in participating in the study. However, this study may lead to a better understanding of how different kinds of visual information are used.</p><p style='text-decoration: underline;'>Compensation:</p><p>You will be paid US$6.6/hour. </p><p style='text-decoration: underline;'>Privacy and Confidentiality:</p><p>Your participation in this study will be anonymous. No personal information about your name or identity will be asked or recorded. This anonymous data will be stored for several years and may be used for a variety of research purposes. The overall results of the study may be published, or the data files may be shared with other researchers, but your identity will not be revealed in any way. The online services we are using for this study may temporarily store your data, but this data will be downloaded and then promptly deleted from those services.Your data will not be permanently associated with your name, IP address, or any other identifiable information (e.g., your information will only be connected to your payment, not to any of your responses), though they may be temporarily stored together before we download and separate them. Even so, no guarantee of internet survey security can be given because, although unlikely, transmissions can be intercepted and IP addresses can be identified. The anonymous data may be shared publicly (for example, in conjunction with a resulting academic publication).</p><p style='text-decoration: underline;'>Participation and Withdrawal:</p><p>Your participation in this study is completely voluntary. You may stop responding to the stimuli or stop answering questions if you so choose and without penalty by exiting the full screen mode, closing this tab of your browser or redirecting it to a different website.</p><p style='text-decoration: underline;'>Contact Info of the Researcher: </p><p>If you have questions about this study, or if you would like to talk to the research team, please contact David Melcher (david.melcher@nyu.edu, md5050@nyu.edu) at the Perception and Active Cognition Laboratory, New York University Abu Dhabi, Computational Research Building, Saadiyat Island, Abu Dhabi, UAE.This research has been reviewed by the New York University Abu Dhabi Institutional Review Board (NYUAD IRB). To contact about your rights in this research, for questions, suggestions, or complaints that are not addressed by the researchers, please email IRBnyuad@nyu.edu, or call the NYUAD IRB at +971 2 628 4313. </p></div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","63045","0.0-2.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","3","82743","0.0-3.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","19696.5","<p>Welcome !</p><p>READ CAREFULLY THE FOLLOWING INDICATIONS:</p><p>From this moment you have ~40 minutes to complete the experiment.</p><p>During the experiment you will be prompted to take several breaks. Each break should not last longer than 2-3 minutes.</p><p>Make sure that your computer is plugged in and it's not running on battery power, even if the battery is already fully charged.</p><p>Turn off your phone and music, make sure that you are in a quiet room and that you will not be distracted for the next hour.</p><p>Failure to comply with the instructions and indications provided during the experiment will most likely result in the rejection of your data.<p>Press the spacebar to start.</p>","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","4","92625","0.0-4.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","9869.40000000596","","","","","{""age"":""51"",""sex"":""F""}","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","5","154952","0.0-5.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","62316","","","","","","","[{""page_index"":0,""viewing_time"":45526.60000002384},{""page_index"":1,""viewing_time"":11130.09999999404},{""page_index"":2,""viewing_time"":5658.699999988079}]","","","","","","","","","","","","","","","","","","","","","","","",""
"psychophysics","6","157030","0.0-6.0-0.0","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1067.8999999761581","","","","39","","","","key","16.665648000000044","768","357","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","7","158253","0.0-6.0-0.1","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","208.5","","","","39","","","","key","16.668250000000018","768","357","true","1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","8","159520","0.0-6.0-0.2","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","259","","","","39","","","","key","16.66702666666669","768","357","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","9","160533","0.0-6.0-0.3","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","4.9000000059604645","","","","37","","","","key","16.66783333333345","768","357","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","10","162582","0.0-6.0-0.4","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1040.5999999940395","","","","39","","","","key","16.666959016393253","768","357","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","11","164877","0.0-6.0-0.5","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1282.8999999761581","","","","39","","","","key","16.66768382352936","768","357","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","12","166879","0.0-6.0-0.6","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1000.1000000238419","","","","39","","","","key","16.667475000000074","768","357","true","-1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","13","167958","0.0-6.0-0.7","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","61.69999998807907","","","","39","","","","key","16.662238095237942","768","357","true","1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","14","171046","0.0-6.0-0.8","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","2084.5","","","","37","","","","key","16.666983783783742","768","357","true","-1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","15","174835","0.0-6.0-0.9","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","2774.0999999940395","","","","39","","","","key","16.666026548672555","768","357","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","16","177348","0.0-6.0-0.10","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1507.0999999940395","","","","37","","","","key","16.66763999999986","768","357","true","-1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","17","179596","0.0-6.0-0.11","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1236.7999999821186","","","","37","","","","key","16.667104477612103","768","357","true","1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","18","180677","0.0-6.0-0.12","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","76.09999999403954","","","","37","","","","key","16.66787301587303","768","357","true","-1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","19","183783","0.0-6.0-0.13","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","2103.5","","","","39","","","","key","16.667322580645177","768","357","true","1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","20","185414","0.0-6.0-0.14","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","619.0999999940395","","","","39","","","","key","16.66780412371136","768","357","true","-1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","21","186474","0.0-6.0-0.15","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","52.599999994039536","","","","37","","","","key","16.665016129032253","768","357","true","-1","141.9024","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","22","189521","0.0-6.0-0.16","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","2042.9000000059605","","","","37","","","","key","16.667835164835175","768","357","true","-1","141.9024","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","23","190713","0.0-6.0-0.17","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","185.09999999403954","","","","39","","","","key","16.669492957746268","768","357","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","24","191974","0.0-6.0-0.18","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","244.39999997615814","","","","39","","","","key","16.665189189189018","768","357","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","25","193713","0.0-6.0-0.19","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","734.7000000178814","","","","39","","","","key","16.666076923076897","768","357","true","1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","26","195264","0.0-6.0-0.20","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","536","","","","39","","","","key","16.666586956521748","768","357","true","1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","27","196927","0.0-6.0-0.21","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","647.3999999761581","","","","39","","","","key","16.6655816326532","768","357","true","-1","129","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","28","199104","0.0-6.0-0.22","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1175.699999988079","","","","37","","","","key","16.667153846153926","768","357","true","-1","135.291456","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","29","200269","0.0-6.0-0.23","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","157","","","","39","","","","key","16.665492753623106","768","357","true","1","135.291456","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","30","202533","0.0-6.0-0.24","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1254","","","","37","","","","key","16.66661481481494","768","357","true","1","130.2582912","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","31","204648","0.0-6.0-0.25","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1108.5999999940395","","","","37","","","","key","16.6656587301589","768","357","true","-1","134.28482304","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","32","206887","0.0-6.0-0.26","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1214.3999999761581","","","","37","","","","key","16.667007575757673","768","357","true","-1","134.28482304","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","33","208720","0.0-6.0-0.27","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","831.8000000119209","","","","37","","","","key","16.665321100917335","768","357","true","1","131.06359756799998","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","34","210324","0.0-6.0-0.28","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","602.3999999761581","","","","37","","","","key","16.670166666666773","768","357","true","-1","133.64057794559997","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","35","212737","0.0-6.0-0.29","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1398.800000011921","","","","37","","","","key","16.66676923076922","768","357","true","-1","133.64057794559997","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","36","214578","0.0-6.0-0.30","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","839.5999999940395","","","","37","","","","key","16.667209090908926","768","357","true","1","131.57899364351996","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
"psychophysics","37","215976","0.0-6.0-0.31","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","387","","","","37","","","","key","16.66367469879508","768","357","true","-1","133.22826108518396","1.6492674416640005","13","-1","1","","","","","","","","","","","","",""
"psychophysics","38","217677","0.0-6.0-0.32","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","693.9000000059605","","","","37","","","","key","16.667821782178045","768","357","true","-1","133.22826108518396","1.3194139533312006","14","-1","-1","","","","","","","","","","","","",""
"psychophysics","39","219905","0.0-6.0-0.33","5dc6dbf63f04554df78c2bf7","6368f2eea3e9634aebcc2f6b","636ce93ccccf08ed4e0bde65","1216","","","","37","","","","key","16.66562878787888","768","357","true","-1","131.90884713185275","1.3194139533312006","14","-1","-1","","","","","","","","","","","","",""
